0,476,
0,1146,
0,1650,
0,2046,
0,2492,
0,2662,
0,3358,
0,3635,
0,4052,
0,4336,
0,4709,
0,5246,
0,5724,
0,6024,
0,5854,
0,5376,
0,5759,
1,5376,
1,5076,
1,5246,
1,5629,
1,5459,
1,5937,
1,6107,
1,5937,
1,5554,
1,5887,
1,5409,
1,5709,
1,5336,
1,5052,
1,5279,
1,5662,
1,5832,
1,6205,
1,5905,
1,6205,
1,5905,
1,6205,
2,5822,
2,5545,
2,5172,
2,5650,
2,5739,
2,5650,
2,5934,
2,6317,
2,6406,
2,6779,
2,6690,
2,6779,
2,6333,
2,6779,
2,6690,
3,6244,
3,5960,
3,5790,
3,5563,
3,6009,
3,6286,
3,6009,
3,5709,
3,6009,
3,6179,
3,5783,
3,5613,
3,5135,
3,5412,
3,5582,
4,5978,
4,6456,
4,6083,
4,6367,
4,5921,
4,5637,
4,6083,
4,5637,
4,5304,
4,5750,
4,6123,
4,5953,
5,5557,
5,5841,
5,6174,
5,5897,
5,6174,
5,5696,
5,5323,
5,5023,
5,4739,
5,5217,
5,5590,
5,5053,
5,4776,
5,5172,
5,5399,
5,5569,
5,5342,
6,5619,
6,6156,
6,5773,
6,6057,
6,5887,
6,6057,
6,5724,
6,5813,
6,5440,
6,5823,
6,5734,
6,5823,
7,6196,
7,5823,
7,5546,
7,5919,
7,6219,
7,5715,
7,5431,
7,5708,
7,5992,
8,5596,
8,5319,
8,5715,
8,5431,
8,5708,
8,6212,
8,6545,
8,6829,
8,6740,
8,6367,
8,6456,
8,6367,
8,5889,
9,6367,
9,6083,
9,5913,
9,6286,
9,6513,
9,6683,
9,6772,
10,6545,
10,6268,
10,6545,
10,6456,
10,6683,
11,6456,
11,6740,
11,6829,
11,6496,
11,6829,
12,6545,
12,6829,
12,6496,
13,6829,
13,6740,
13,6829,
14,6545,
14,6772,
15,6683,
15,6287,
15,6376,
15,6287,
15,6376,
15,6772,
16,6683,
16,6772,
19,6683,
19,6772,
20,6683,
20,6513,
20,6683,
20,6772,
23,6683,
25,6772,
